Voltage_V,Current_A,Battery_Temperature_°C,Charge_Discharge_Cycles,Ambient_Temperature_°C,Humidity_%,Avg_Cycles_Per_Hour,Energy_Consumption_Wh,Temp_Fluctuation_°C,SOH_%
3.473,1.057,17.152,432,18.778,48.670,59.004,4.291,1.626,92.396
3.380,11.233,5.557,951,19.207,43.859,22.116,55.358,13.650,79.679
3.480,10.757,29.967,456,28.287,53.324,7.499,67.508,1.680,88.739
3.181,-5.831,42.501,898,23.404,52.766,23.718,19.603,19.097,82.058
3.604,7.771,45.071,789,37.866,39.079,42.142,27.392,7.205,84.980
3.962,17.652,3.572,478,37.398,27.346,6.472,73.558,33.826,87.421
3.530,5.027,20.397,397,11.096,28.690,26.708,22.203,9.301,91.767
3.589,-14.064,17.290,898,-8.214,67.935,13.376,48.943,25.504,83.108
4.019,7.188,6.258,805,-9.446,51.747,8.410,25.297,15.704,84.378
3.847,-15.804,21.748,342,-3.840,92.196,7.187,64.626,25.588,93.867
3.589,14.884,17.959,788,-6.255,57.099,37.807,89.035,24.214,86.597
3.309,0.666,38.070,690,8.668,60.279,8.180,1.938,29.402,79.591
4.062,-4.594,52.998,279,-7.356,94.260,5.466,32.973,60.354,94.162
3.692,-17.720,27.291,351,21.246,60.131,3.799,60.690,6.045,87.701
3.265,-4.769,44.800,812,-0.491,60.159,11.225,21.871,45.291,83.113
3.323,16.128,8.761,196,15.698,49.053,4.492,104.853,6.937,98.066
3.964,-19.161,53.698,224,-4.846,76.833,3.606,146.416,58.544,93.994
3.053,-1.014,9.156,939,31.386,51.378,52.674,3.566,22.230,79.242
4.191,17.246,11.526,46,28.998,67.066,1.169,43.459,17.472,100.000
3.156,-4.206,6.388,184,9.324,55.792,3.077,24.609,2.936,96.413
3.955,-2.873,18.581,914,35.530,62.300,15.384,7.845,16.949,81.873
3.474,3.142,33.145,161,-0.715,86.162,2.723,20.579,33.860,100.000
3.591,-1.483,59.280,642,30.697,53.099,8.605,8.515,28.583,83.511
4.057,-13.256,47.602,294,17.293,38.406,25.655,102.254,30.309,91.860
3.495,-19.258,22.826,91,6.479,65.626,10.974,100.831,16.347,98.200
3.645,4.392,34.551,586,-5.782,95.001,37.434,31.900,40.333,90.213
3.059,16.832,37.398,955,-1.434,75.457,12.021,61.813,38.832,78.296
3.003,-15.745,49.364,649,33.143,44.669,87.460,47.019,16.221,85.470
3.294,-11.562,44.187,167,20.344,97.040,7.168,41.512,23.843,95.874
3.817,-5.191,34.157,257,1.855,47.417,9.801,20.318,32.302,94.113
3.146,12.350,40.151,749,14.793,98.660,11.509,42.785,25.358,85.800
3.137,-9.230,44.755,556,-4.608,35.359,13.640,52.923,49.363,88.068
3.493,15.282,7.989,998,-5.058,99.972,48.212,74.096,13.047,80.889
3.777,-17.802,12.027,922,35.388,26.072,20.262,106.811,23.361,78.500
3.854,17.638,41.315,308,12.893,77.059,4.473,63.342,28.422,93.399
3.214,2.430,51.026,648,8.078,79.235,8.221,15.501,42.948,86.521
3.096,6.351,24.556,614,37.454,74.366,46.289,18.111,12.898,89.071
4.128,-5.292,58.793,128,9.950,82.209,1.784,16.134,48.843,100.000
3.313,11.280,12.964,672,6.812,57.747,464.171,62.308,6.152,88.031
4.024,-13.337,25.002,549,3.649,24.329,7.551,94.381,21.353,86.891
4.036,-18.044,22.711,568,18.253,48.620,8.549,79.430,4.458,89.282
3.927,-4.179,55.818,160,17.921,71.385,3.376,21.525,37.897,96.034
3.203,14.148,17.123,175,-9.190,71.700,12.027,50.808,26.313,95.397
3.986,10.197,28.247,770,22.703,35.616,10.040,38.242,5.544,83.069
3.923,0.686,11.234,287,29.415,40.240,35.417,4.629,18.181,92.961
3.716,2.886,31.276,972,20.798,58.936,10.841,17.540,10.478,77.871
3.405,-14.804,51.444,404,33.494,78.289,5.208,61.900,17.950,88.505
3.315,13.627,18.242,835,3.821,88.224,11.230,53.455,14.421,84.160
3.146,11.478,48.648,656,-0.401,26.919,8.668,27.813,49.049,85.542
3.612,6.259,54.679,937,24.864,94.050,121.851,32.914,29.815,80.913
3.702,-1.352,4.377,579,-0.572,94.219,5.848,9.437,4.949,86.589
3.431,18.578,45.385,339,-5.445,20.635,3.942,100.600,50.830,93.421
3.570,15.161,15.321,267,-5.169,60.513,5.206,68.165,20.490,92.759
3.436,5.777,10.520,217,28.420,66.972,3.005,11.076,17.900,92.822
3.769,-5.128,36.067,812,-8.563,64.297,10.945,36.634,44.630,86.352
4.082,4.721,42.336,163,4.473,69.262,1.960,18.540,37.863,96.639
3.197,3.018,23.686,847,-3.541,60.268,32.227,9.165,27.227,82.153
3.458,-4.230,2.350,690,27.746,43.505,18.238,17.617,25.396,85.704
3.169,-7.733,54.522,390,15.175,27.656,4.865,28.029,39.347,90.796
3.750,-3.720,43.845,416,0.275,36.670,5.394,27.112,43.570,92.092
3.875,2.956,16.300,47,27.521,79.220,0.891,8.562,11.221,95.759
4.118,-2.875,29.812,193,27.518,39.285,4.798,18.158,2.294,92.141
3.335,-9.457,1.668,800,16.151,86.377,8.258,20.820,14.483,84.104
4.140,10.439,20.357,717,3.792,52.279,17.036,39.559,16.565,81.774
3.076,1.259,31.352,83,19.314,53.158,1.083,6.131,12.038,94.183
3.724,-17.293,31.033,612,36.677,89.480,14.623,109.869,5.644,88.706
3.069,-5.267,12.491,666,-7.418,37.143,21.027,19.452,19.909,86.791
4.073,15.397,46.605,46,3.347,35.170,0.714,105.608,43.258,98.446
3.636,10.209,17.932,233,4.248,98.833,2.878,70.628,13.684,92.570
3.803,-7.070,34.825,852,21.591,63.248,8.680,51.185,13.234,85.136
3.998,17.527,16.291,961,22.558,35.242,61.049,71.034,6.267,82.274
3.180,-16.936,25.510,298,0.316,33.264,3.397,52.144,25.194,90.806
3.046,18.449,12.451,847,0.805,88.933,16.014,89.332,11.646,82.271
4.055,-10.172,37.980,146,36.411,67.988,12.514,61.093,1.569,95.576
3.378,-19.636,25.535,195,27.815,29.203,2.448,72.194,2.280,95.394
3.155,-2.648,0.967,905,36.713,90.953,26.757,7.043,35.746,84.030
3.562,-5.641,1.690,21,31.483,55.512,0.241,28.686,29.793,98.658
3.718,1.564,28.268,971,10.106,99.149,58.415,6.660,18.162,82.231
3.037,11.871,10.994,193,-3.905,42.541,2.703,25.171,14.899,92.443
3.330,13.697,35.103,385,21.478,62.305,12.509,66.541,13.625,90.386
3.039,-3.951,24.492,363,7.600,33.848,13.710,18.569,16.892,91.599
3.504,-2.806,39.265,865,11.271,55.176,144.752,10.288,27.994,81.175
4.074,-14.073,57.144,273,11.294,34.123,5.605,100.215,45.850,93.516
4.179,-18.098,31.724,383,36.826,44.578,9.633,46.174,5.102,92.108
3.764,5.649,47.243,207,-6.557,41.589,29.125,26.448,53.800,95.716
3.194,-17.422,45.182,274,-0.345,42.648,11.691,107.647,45.527,95.302
4.087,9.353,55.307,728,20.397,97.586,14.785,30.034,34.910,86.204
3.619,1.564,12.841,925,34.188,23.076,11.417,4.293,21.347,78.346
3.184,-12.057,49.640,495,35.897,59.749,5.322,41.002,13.743,89.698
4.106,1.581,54.331,901,17.935,70.340,17.321,5.856,36.396,80.183
3.909,-12.680,23.566,538,-8.272,72.861,13.145,41.254,31.838,90.437
3.878,-2.451,18.829,526,8.144,80.364,5.507,18.295,10.685,91.791
3.851,11.982,57.122,158,35.942,80.877,1.640,46.940,21.180,97.717
3.240,-1.523,37.658,939,14.997,96.440,47.303,2.910,22.661,84.641
3.253,-14.052,22.841,725,26.331,80.453,13.523,84.551,3.490,86.355
3.826,8.953,47.510,459,3.460,85.895,5.579,40.159,44.050,92.142
3.264,-12.529,18.268,393,-8.750,62.585,4.769,65.591,27.018,90.041
3.526,9.542,10.584,916,18.918,72.614,13.311,35.362,8.334,81.348
3.938,-0.826,32.638,942,31.749,58.250,19.759,6.189,0.889,82.183
3.941,-1.850,33.973,438,39.513,42.113,10.693,6.793,5.540,91.443
3.544,14.057,49.545,378,32.331,45.071,4.676,74.436,17.214,89.745
3.951,8.344,27.422,862,17.700,48.843,36.922,57.248,9.722,80.353
4.006,-18.684,48.875,163,20.436,47.251,3.755,64.137,28.439,92.310
3.786,-8.153,18.679,638,31.208,62.653,11.170,52.544,12.529,87.535
3.274,14.837,34.522,329,-9.009,39.811,3.947,82.017,43.531,90.604
3.329,-19.267,12.508,569,37.582,61.331,14.969,124.838,25.074,89.214
3.378,1.810,23.127,146,16.561,93.299,2.639,11.520,6.566,98.239
3.140,9.113,51.452,982,37.603,52.477,34.291,30.987,13.849,80.134
3.328,4.874,12.959,959,28.226,37.812,11.436,22.479,15.267,81.368
3.251,10.421,48.614,767,-2.384,47.748,9.737,63.961,50.998,85.891
3.546,9.028,16.972,109,-1.737,90.151,1.326,16.217,18.709,99.869
4.090,7.681,2.069,393,7.682,95.336,58.743,45.270,5.613,87.432
3.125,12.862,6.596,560,3.199,90.935,11.381,33.081,3.397,89.979
3.864,5.828,44.753,181,11.965,42.988,12.527,36.215,32.788,96.725
3.825,-3.903,15.724,572,20.195,51.028,8.449,25.300,4.471,88.868
3.115,-1.124,39.249,442,11.829,97.995,13.887,5.495,27.420,91.686
4.107,8.669,41.952,986,-7.179,45.908,12.693,70.998,49.131,78.874
3.682,15.052,20.707,746,38.782,31.029,100.114,67.552,18.075,79.741
3.436,-9.111,28.495,753,11.256,42.568,14.533,42.012,17.239,83.234
3.908,-6.317,24.226,129,32.554,97.118,9.741,27.489,8.328,93.384
3.309,17.230,56.841,842,-6.302,53.270,14.974,111.803,63.143,78.729
3.832,3.140,19.197,775,30.503,94.711,12.678,22.671,11.306,86.334
3.048,-12.842,10.999,402,-1.330,28.327,8.599,77.500,12.329,90.373
4.007,6.548,21.936,504,23.970,81.284,17.570,51.881,2.034,89.979
3.538,19.630,40.171,719,23.090,27.467,171.172,128.011,17.081,84.587
3.764,12.938,41.842,963,35.490,35.800,14.470,92.348,6.352,82.537
3.265,9.830,55.443,653,6.034,69.288,7.491,21.819,49.409,86.426
3.812,-11.678,52.905,21,-4.552,54.758,0.285,33.846,57.457,97.687
3.927,15.046,17.299,16,33.228,73.334,0.179,107.996,15.929,100.000
3.568,1.032,27.310,874,6.579,97.873,9.396,5.855,20.731,81.220
3.741,15.572,44.836,830,1.627,24.217,18.240,105.586,43.209,83.258
3.548,-6.807,54.992,633,14.310,35.330,9.030,39.972,40.682,87.586
4.073,-17.518,20.230,281,-2.693,71.218,6.966,50.615,22.923,91.441
3.597,-0.961,26.666,226,4.848,91.722,2.456,6.481,21.818,97.022
4.010,-9.206,53.969,419,9.264,83.812,7.385,61.164,44.705,93.482
3.962,8.609,21.509,372,3.863,57.247,4.928,46.259,17.646,89.846
3.493,18.284,28.831,300,12.513,79.638,123.087,82.933,16.318,93.356
3.276,7.639,54.270,285,9.233,36.648,4.916,34.052,45.037,96.267
3.487,15.477,48.135,115,28.730,21.098,1.545,58.589,19.405,93.675
3.991,-1.879,14.606,148,35.920,65.601,5.597,12.785,21.314,98.087
3.273,10.866,19.488,403,-4.954,85.060,166.321,66.275,24.442,88.915
3.629,13.722,21.178,681,31.165,54.675,9.126,43.790,9.987,85.310
3.967,8.435,54.764,89,36.589,65.540,2.582,18.641,18.175,97.157
3.424,0.311,59.936,118,24.331,53.774,2.716,0.857,35.605,94.680
3.771,5.035,46.440,695,39.821,61.123,12.270,31.063,6.619,83.659
3.295,8.020,29.060,907,6.752,90.748,76.123,47.635,22.308,81.186
3.131,-9.877,0.610,775,31.515,58.251,68.878,31.631,30.905,87.089
3.953,12.383,41.849,738,23.685,20.598,7.677,35.664,18.164,85.605
3.119,18.013,23.362,92,6.171,83.988,2.663,100.443,17.191,94.146
3.326,-1.390,37.979,628,25.234,69.417,23.881,3.800,12.745,87.973
4.026,8.043,36.402,446,15.481,78.431,77.889,27.939,20.921,90.658
3.416,9.481,28.850,311,-0.551,92.087,17.070,20.693,29.401,92.122
4.168,6.490,56.663,902,-1.306,42.897,20.660,50.462,57.969,80.267
4.176,1.885,1.389,317,25.670,60.246,9.092,7.794,24.281,94.602
3.322,15.266,42.728,120,25.597,68.199,2.789,38.429,17.131,93.837
3.049,-2.043,24.590,316,16.539,47.631,4.470,12.025,8.051,92.080
3.846,-17.556,42.827,137,15.071,87.685,2.123,67.742,27.756,94.202
3.541,13.782,40.513,742,-0.998,75.805,14.893,79.119,41.511,82.761
3.121,6.959,0.614,817,11.464,78.673,10.004,18.365,10.850,84.221
3.849,13.970,17.120,659,33.570,84.641,7.674,85.508,16.450,86.319
3.037,-14.458,11.345,283,32.736,40.647,4.757,37.245,21.391,95.383
4.044,-18.770,10.019,653,23.046,79.651,51.663,110.565,13.027,81.780
3.166,17.375,43.709,843,39.868,81.905,20.455,63.882,3.841,81.844
3.153,-14.091,14.373,519,34.659,87.391,8.133,75.444,20.286,88.885
3.211,12.386,28.484,504,-2.738,59.083,69.784,63.452,31.222,86.041
4.152,12.928,14.819,390,9.957,60.335,131.280,102.160,4.862,90.164
3.832,8.348,34.814,4,-3.403,27.854,0.042,34.067,38.217,99.359
3.962,-14.750,43.234,768,13.304,88.170,10.481,95.344,29.930,84.372
3.477,6.696,19.864,366,28.819,62.679,22.652,45.476,8.955,92.949
3.404,15.563,36.181,840,-2.211,67.555,18.639,53.213,38.392,78.630
3.281,-2.979,49.491,491,34.021,29.715,24.353,9.139,15.470,88.379
3.577,-3.459,5.653,757,18.453,68.146,375.077,20.459,12.800,81.642
3.662,-2.286,42.640,465,27.447,23.359,11.690,9.780,15.193,90.213
3.758,-16.709,19.389,234,-7.742,93.857,3.590,68.945,27.131,93.919
3.309,15.681,7.359,361,-5.308,89.083,3.782,68.411,12.667,91.114
4.138,14.767,32.739,521,21.043,35.545,6.748,116.303,11.696,95.005
3.204,19.916,13.576,241,31.910,67.504,10.133,39.931,18.334,92.741
4.159,3.407,49.282,441,33.693,68.216,12.863,16.983,15.589,90.569
3.018,10.048,2.574,832,24.418,84.275,15.836,20.172,21.844,84.191
3.577,-11.893,5.919,187,0.047,80.554,9.380,77.654,5.872,96.528
3.400,6.701,31.260,403,-0.249,99.459,4.829,16.063,31.509,92.704
3.539,5.989,35.337,825,34.068,48.067,46.799,13.449,1.269,83.790
3.685,16.048,43.793,426,-4.338,29.971,14.340,115.059,48.131,89.806
3.523,13.232,15.556,412,24.304,65.878,7.081,62.700,8.748,91.313
3.498,17.539,50.506,513,16.675,81.119,38.866,106.680,33.831,87.390
3.879,14.753,57.189,153,11.071,42.863,2.435,68.980,46.118,94.539
3.823,14.748,29.942,202,12.017,38.897,2.138,65.034,17.925,92.699
4.000,-17.451,45.632,216,37.260,84.196,3.110,130.353,8.372,96.147
3.300,13.838,31.491,481,33.072,80.298,5.904,90.637,1.581,91.820
3.731,4.299,4.168,314,33.249,36.271,7.070,22.901,29.081,92.389
3.702,-4.782,19.567,616,10.331,89.542,16.574,33.233,9.236,87.163
3.444,-17.739,5.249,0,-4.651,30.778,0.000,109.606,9.900,100.000
3.583,7.107,59.333,765,39.892,28.739,11.524,33.512,19.441,86.183
3.377,-6.872,13.742,502,-2.733,48.089,9.592,44.363,16.475,91.383
3.170,-1.289,38.154,798,15.779,90.923,16.709,3.331,22.375,84.180
3.257,7.269,17.061,805,3.231,75.635,73.356,43.261,13.830,82.257
3.127,16.471,39.195,277,15.537,51.577,4.094,49.652,23.658,92.789
3.820,13.017,12.624,193,5.247,32.580,2.651,27.139,7.377,96.348
3.793,-1.976,47.116,942,34.844,77.078,46.123,12.596,12.272,81.503
4.141,-4.489,6.649,768,38.417,67.932,10.077,35.227,31.768,82.460
3.876,-10.409,53.709,761,10.503,99.015,8.642,33.292,43.206,86.569
3.062,-5.103,50.425,247,-6.491,81.245,13.506,20.331,56.916,97.269
4.061,-15.558,40.728,87,23.167,28.170,1.902,102.607,17.561,98.928
4.035,18.844,4.045,433,8.831,78.257,4.935,75.841,4.786,93.927
3.532,2.957,12.514,419,39.298,40.596,8.509,7.524,26.784,92.734
3.703,-14.888,51.562,252,-5.531,96.952,3.084,60.002,57.093,94.693
4.171,-5.888,7.318,428,-4.044,21.542,19.142,29.099,11.362,91.324
3.639,1.882,9.356,163,24.971,39.068,22.240,11.049,15.615,95.957
4.086,1.315,32.640,494,27.932,59.920,71.727,4.288,4.708,89.762
3.100,-18.580,16.451,161,13.555,26.325,1.655,99.222,2.896,94.038
3.229,18.034,13.325,506,3.863,47.525,29.237,72.980,9.462,89.215
3.529,-8.985,34.549,264,5.491,59.779,3.048,58.845,29.058,91.744
3.702,-19.353,22.355,971,6.899,55.755,30.102,96.626,15.456,78.272
3.979,-16.942,8.434,109,1.264,56.847,21.937,78.891,7.170,99.798
4.186,3.208,32.091,851,32.532,90.322,34.236,12.491,0.441,84.961
3.467,-14.489,23.221,899,-6.746,60.423,17.612,33.122,29.967,79.948
3.057,-18.331,44.071,718,10.364,95.284,62.055,59.263,33.707,86.643
3.961,-4.815,6.165,318,27.380,31.819,3.446,21.369,21.215,92.295
3.725,4.910,37.237,131,-9.809,42.420,1.454,24.736,47.046,95.556
3.238,-15.526,26.190,132,33.902,72.521,8.373,89.978,7.712,99.433
3.594,-7.467,24.364,393,25.315,42.650,5.313,32.089,0.951,89.547
3.891,-3.290,13.937,619,-6.331,47.782,13.280,12.436,20.268,83.844
3.924,-13.622,1.826,683,34.750,92.082,6.953,96.743,32.924,84.507
3.600,0.243,50.861,551,14.365,63.085,84.965,1.400,36.496,87.261
3.366,-16.591,19.585,803,22.612,46.773,16.858,53.642,3.027,82.730
4.168,-18.139,40.865,34,34.102,82.137,1.162,56.734,6.763,95.186
3.796,0.793,56.855,570,34.058,25.653,7.818,2.819,22.797,88.720
3.490,-10.084,33.899,704,10.437,65.093,58.655,24.123,23.462,89.253
3.337,-16.185,23.829,721,1.884,27.974,11.411,100.194,21.945,85.444
3.877,-3.043,16.096,371,2.871,34.148,3.911,16.724,13.225,91.893
3.291,16.606,56.043,30,28.297,24.996,0.653,98.112,27.746,99.685
3.206,8.968,40.925,173,36.472,92.135,3.763,49.755,4.453,96.032
3.636,12.625,39.917,816,-6.388,23.856,16.296,33.504,46.305,83.228
3.348,14.877,25.569,389,-9.249,61.313,9.228,58.002,34.818,91.510
3.755,18.905,50.703,709,31.147,37.998,15.651,139.002,19.556,85.053
3.142,10.530,42.820,105,9.330,50.687,2.241,28.145,33.490,96.509
3.786,4.336,16.991,274,3.822,59.492,2.745,9.445,13.169,91.046
3.340,-5.383,35.975,95,-0.581,56.005,7.584,18.321,36.556,100.000
3.000,-12.734,25.812,681,7.324,79.847,23.285,48.380,18.488,86.940
3.152,7.466,0.395,29,38.573,92.951,1.326,13.739,38.178,97.944
4.120,19.798,48.457,793,38.854,44.022,14.451,92.988,9.603,83.893
4.041,-1.306,7.370,898,6.576,21.963,702.614,4.645,0.794,79.683
3.280,8.947,30.597,160,38.185,91.516,1.736,24.010,7.588,97.135
3.934,-0.196,20.174,305,4.993,98.303,5.692,0.691,15.181,95.180
3.730,-2.723,20.525,926,32.724,54.668,10.322,6.684,12.199,83.307
4.165,-3.588,28.642,622,0.600,56.463,17.695,9.190,28.042,88.365
3.448,0.185,59.821,723,31.324,31.532,45.635,0.889,28.497,84.557
3.818,-5.324,24.503,195,7.687,58.042,9.732,39.063,16.816,97.708
3.076,9.951,10.940,607,-0.214,44.268,12.751,52.253,11.154,86.385
3.475,14.971,36.816,337,36.739,99.550,67.581,91.087,0.077,93.033
4.157,15.315,14.177,137,0.709,34.788,1.747,102.030,13.468,95.149
3.647,-10.892,6.333,789,39.592,50.287,9.953,76.823,33.259,84.232
3.345,15.836,3.010,446,-4.571,69.320,6.327,102.014,7.581,93.528
3.144,-6.338,1.373,309,-9.499,47.610,3.443,33.227,10.872,95.186
3.844,-7.628,25.870,178,33.540,57.954,3.213,46.151,7.670,97.795
3.774,9.070,25.604,336,19.330,97.879,6.935,32.790,6.274,95.087
3.449,-7.812,11.133,233,11.081,60.646,4.364,17.156,0.052,95.003
4.141,-17.881,47.041,248,-5.902,92.826,13.043,47.337,52.943,92.587
3.027,-5.055,7.756,131,18.745,23.447,2.533,24.550,10.989,93.473
3.364,8.859,54.919,248,9.686,29.585,4.539,16.169,45.233,92.242
4.105,-6.922,35.255,804,14.181,95.561,10.483,49.005,21.074,83.556
3.385,5.182,1.657,454,21.520,30.298,12.809,18.413,19.863,86.746
3.303,6.405,57.778,498,21.997,78.924,49.159,16.673,35.781,89.733
3.641,9.349,18.476,62,38.030,55.680,1.031,37.831,19.554,99.374
3.989,15.885,26.998,818,22.753,52.540,10.353,98.527,4.245,79.749
3.124,-2.697,17.056,391,6.970,72.738,4.031,7.690,10.086,93.729
4.132,-13.343,43.705,256,6.482,78.208,25.767,41.925,37.223,93.390
3.954,-7.243,29.141,247,13.858,94.558,3.298,46.018,15.283,91.268
3.218,-2.713,7.942,263,2.966,40.551,4.384,15.898,4.976,91.195
3.854,8.556,6.252,466,8.822,75.846,185.040,45.450,2.570,90.279
3.462,-19.475,43.523,848,32.106,47.383,11.760,86.691,11.417,82.341
3.483,-7.369,14.225,360,32.988,77.409,100.169,41.895,18.763,92.419
3.940,11.194,8.268,950,21.390,31.369,12.065,70.522,13.122,82.639
4.155,6.834,29.966,879,19.142,56.603,12.139,14.465,10.824,82.172
3.152,9.270,48.166,392,11.355,34.690,5.673,26.962,36.811,90.383
3.505,12.472,16.727,178,21.795,46.916,13.820,82.971,5.068,95.217
3.577,11.329,16.586,911,30.303,77.250,9.904,78.629,13.717,83.384
3.452,7.287,50.033,948,26.892,38.668,10.534,31.832,23.141,78.139
3.436,-2.414,8.870,505,-8.227,74.791,5.603,11.116,17.097,90.074
3.063,19.344,37.004,826,26.556,59.675,22.522,29.684,10.448,83.372
3.823,2.763,57.301,812,25.997,27.363,16.330,15.934,31.304,85.153
3.523,-11.889,50.478,498,-5.050,50.936,40.244,34.289,55.528,89.587
3.234,-8.287,3.709,676,-2.488,89.536,111.580,18.542,6.197,84.437
3.979,7.742,19.195,602,29.395,99.143,88.283,29.482,10.200,88.005
3.963,16.990,8.542,833,17.949,49.514,14.535,100.818,9.407,84.189
3.584,-12.851,56.954,703,31.081,24.390,21.421,53.174,25.873,85.384
3.358,-16.706,59.156,291,-0.763,30.415,4.985,57.422,59.919,95.494
3.766,15.261,14.100,587,-8.469,83.052,9.837,91.394,22.569,85.049
3.346,16.611,40.182,817,-1.903,72.463,8.998,95.631,42.085,82.465
3.283,-8.945,50.498,98,12.629,42.801,1.109,52.971,37.869,97.282
3.877,-4.909,14.021,606,16.165,51.304,8.400,22.213,2.144,89.174
3.048,6.408,11.261,180,32.885,84.892,2.194,30.796,21.624,97.932
3.114,-6.803,0.673,952,25.810,53.049,725.165,38.722,25.137,80.808
3.008,15.086,24.718,402,39.520,80.462,158.394,84.557,14.802,90.568
3.184,-15.697,53.966,665,-6.064,43.616,14.332,61.883,60.030,86.227
3.083,-18.481,54.179,373,-3.489,77.985,5.676,58.857,57.668,89.423
4.195,-11.661,7.665,867,-5.782,57.312,10.890,90.512,13.447,81.152
3.347,-8.556,12.261,835,16.923,63.628,18.441,25.548,4.662,84.190
3.179,-15.483,24.483,623,3.343,67.899,6.622,83.442,21.140,87.585
3.289,-17.372,46.837,682,24.182,56.046,8.349,106.444,22.655,84.035
4.123,10.224,36.711,252,-3.365,57.291,22.555,67.849,40.076,92.690
3.624,-13.429,30.831,894,-4.840,41.257,20.055,73.963,35.671,79.843
3.438,16.557,35.516,862,13.008,98.861,8.664,32.789,22.508,80.780
4.048,-5.280,5.772,121,8.795,92.465,2.910,17.210,3.023,97.731
3.474,6.824,28.660,441,31.458,62.191,11.238,35.556,2.798,93.118
3.402,-10.984,59.524,716,31.878,22.770,23.776,62.695,27.646,87.415
3.249,-10.387,5.307,244,-4.129,33.474,4.963,20.083,9.436,93.123
3.453,2.988,31.155,638,30.616,88.315,8.709,5.454,0.539,87.561
3.380,2.426,17.739,490,18.208,94.465,85.969,7.931,0.469,90.546
3.813,10.749,32.395,870,15.178,32.903,10.390,60.144,17.217,82.399
3.347,10.313,34.429,826,-5.262,78.761,8.994,43.771,39.691,80.963
3.693,6.828,34.648,45,26.982,69.842,0.575,12.924,7.666,97.205
3.079,-2.035,51.133,451,-7.018,44.271,4.921,4.558,58.151,91.136
3.230,15.626,23.385,295,3.885,54.887,28.378,82.184,19.500,92.686
3.489,4.903,30.981,747,-5.228,74.182,16.396,16.191,36.209,84.850
4.124,19.608,0.656,140,16.538,28.104,17.428,54.646,15.882,94.893
3.453,12.775,47.373,632,22.262,35.123,7.538,25.422,25.111,85.780
3.797,-18.228,15.569,872,34.543,22.665,9.150,122.897,18.974,79.122
3.306,-7.176,48.993,520,26.694,92.176,17.062,28.647,22.299,89.495
3.152,2.875,15.938,65,38.055,65.912,1.204,11.378,22.117,97.787
3.070,8.859,0.647,482,28.047,61.874,15.819,16.101,27.400,90.804
3.366,2.013,9.290,308,4.904,76.499,7.998,8.354,4.386,92.972
3.189,11.445,59.141,459,17.379,99.068,9.527,53.603,41.762,90.432
3.209,-8.694,19.188,592,12.897,33.779,7.466,19.088,6.291,91.483
3.913,-12.644,6.529,771,18.298,30.648,49.573,91.717,11.769,83.009
3.019,-17.843,7.126,893,18.604,43.583,53.963,90.230,11.478,82.600
3.669,2.933,18.621,397,25.105,92.316,18.919,18.324,6.484,90.464
3.455,7.544,2.259,468,-5.848,52.917,74.736,34.009,8.107,90.183
3.608,-6.954,30.689,616,27.337,83.480,9.520,25.112,3.352,88.193
3.675,4.543,12.824,391,-2.813,36.234,19.751,24.387,15.637,92.496
3.376,-17.914,31.159,96,-8.690,59.488,2.166,50.684,39.849,98.897
3.354,-16.028,8.446,189,15.945,30.198,2.744,37.917,7.499,97.859
3.880,8.070,25.791,940,19.074,53.032,20.684,40.940,6.717,82.067
4.046,-5.277,35.875,859,-8.257,40.983,9.471,26.004,44.132,84.172
3.231,6.853,3.720,194,15.769,63.955,2.515,16.062,12.049,96.428
3.117,13.269,23.925,957,16.729,82.432,34.143,53.586,7.196,78.896
4.077,14.105,18.151,333,-7.375,95.070,23.939,75.891,25.526,94.380
3.420,-13.113,14.422,82,25.579,42.707,0.916,81.050,11.157,97.048
3.662,-0.549,36.272,250,0.514,79.451,6.204,3.295,35.758,96.009
3.431,9.357,35.313,69,29.723,90.847,1.775,26.529,5.590,95.624
3.151,10.959,37.842,291,5.541,29.988,3.584,59.633,32.301,92.792
3.707,11.387,9.533,339,13.895,66.875,176.001,82.461,4.362,91.330
3.630,-10.873,17.143,384,34.593,68.948,8.410,62.161,17.450,92.623
3.244,-12.299,12.581,699,30.309,41.791,9.747,67.049,17.728,84.405
3.542,3.600,32.430,457,29.093,21.801,5.375,11.472,3.337,90.448
3.956,9.643,27.664,140,-1.978,40.536,1.579,75.832,29.642,96.254
3.709,-7.234,19.818,139,-7.593,66.779,2.951,20.515,27.411,98.972
3.116,-15.812,47.161,74,20.288,35.715,0.871,80.128,26.873,98.589
3.658,8.670,5.638,99,10.535,42.988,21.804,34.659,4.897,98.370
3.843,-8.012,58.494,656,35.454,76.634,21.001,31.877,23.040,86.176
3.951,-13.345,6.993,174,7.480,51.865,85.322,48.916,0.487,94.671
3.755,-14.091,46.384,820,10.527,25.234,47.162,61.462,35.857,81.075
3.183,-7.404,22.094,732,16.300,51.933,10.062,39.741,5.794,85.495
3.852,3.707,51.916,322,29.820,99.982,223.923,27.294,22.096,90.076
3.813,-5.664,4.450,476,3.415,40.884,9.018,24.283,1.035,90.239
3.029,-19.174,22.483,9,37.091,41.221,0.214,85.811,14.608,99.381
3.494,-16.124,20.127,45,16.996,33.591,3.418,94.778,3.131,95.604
3.400,-8.380,59.589,850,32.049,41.731,12.341,18.509,27.540,82.199
3.803,6.388,59.133,628,16.281,65.980,9.020,47.149,42.852,86.625
